-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
1525,Maijdee Hospital Private Ltd.,22.8848926,91.0977236,3.3,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Maijdee Station Road, Maijdee",ChIJN5bxBGKkVDcRO8WYcj-OY1M,"V3MX+X3 Eklashpur, Bangladesh",7MJHV3MX+X3
1526,Maijdee Eye Hospital,22.8477615,91.0976984,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Noakhali,ChIJCarV8amlVDcRPLhpWnzpziQ,"R3XX+43 Maijdee, Bangladesh",7MJHR3XX+43
1527,Begumganj Eye Hospital,22.9453794,91.097625,4,5,"['hospital', 'health', 'point_of_interest', 'establishment']","R140, Mir Warishpur",ChIJNd48baqjVDcRav3F3ame5Ao,"W3WX+52 Mir Warishpur, Bangladesh",7MJHW3WX+52
1528,Monowara Medical Institute,22.8790745,91.0976114,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Ukil Para Road, Maijdee",ChIJB-kFioKlVDcRnbIyIGzQgwA,"V3HX+J2 Maijdee, Bangladesh",7MJHV3HX+J2
1529,"Poshu Hospital. Mohobbotpur,",22.8184896,91.0974523,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Mohabbatpur Road, Noakhali",ChIJz-jjdfilVDcRQy60NmjoqOc,"R39W+9X Noakhali, Bangladesh",7MJHR39W+9X
1530,Begumganj Eye Hospital (বেগমগঞ্জ চক্ষু হাসপাতাল),22.9450503,91.0972992,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Begumganj,ChIJ2zeRnxajVDcRKTpKMg6W_0g,"W3WW+2W Begumganj, Bangladesh",7MJHW3WW+2W
1531,Jahanara Hospital Pvt. Ltd.,23.0386671,91.0972635,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri,ChIJJ2boXLmZVDcR6aWHzKaUld4,"23QW+FW Sonaimuri, Bangladesh",7MMH23QW+FW
1532,School Health Clinic,22.8651717,91.0972456,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","N104, Maijdee",ChIJmacx51ekVDcRYh6UFFJqiPo,"V38W+3V Maijdee, Bangladesh",7MJHV38W+3V
1533,Shamrita Hospital Ltd.,22.8786785,91.0971945,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJYXrjA2CkVDcRBipQbLCHPpo,"V3HW+FV Maijdee, Bangladesh",7MJHV3HW+FV
1534,Niramoy Hospital,22.8790912,91.0970825,4.1,16,"['hospital', 'health', 'point_of_interest', 'establishment']","Chowmohani - Maijdee Road, Maijdee",ChIJoQUnHWCkVDcR90Lru2VAPWs,"V3HW+JR Maijdee, Bangladesh",7MJHV3HW+JR
1535,Samorita Hospital (Pvt.),22.8787051,91.0970808,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Muscat Plaza, Napiter Pol-College Road, Maijdee",ChIJX3M_UkOlVDcR-nzqodFUrok,"V3HW+FR Maijdee, Bangladesh",7MJHV3HW+FR
1536,National Hospital Limited,22.875208,91.0970785,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Z1441, Maijdee",ChIJJ3AuhrWlVDcRkZcqvCw7dxQ,"V3GW+3R Maijdee, Bangladesh",7MJHV3GW+3R
1537,Samaritan Hospital,22.8789297,91.0970734,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Noakhali Sadar Upazila,ChIJNbVPp1ulVDcRQjd5IqRtdHc,"V3HW+HR Maijdee, Bangladesh",7MJHV3HW+HR
1538,Nofel Hospital Ltd,22.8751612,91.0970571,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Z1441, Maijdee",ChIJdzl6gPWkVDcRE2aa9MorQX8,"V3GW+3R Maijdee, Bangladesh",7MJHV3GW+3R
1539,Popular Diagnostic Centre Ltd. - Noakhali Branch,22.8751827,91.0970525,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJwXdvBrylVDcRmUOdlMHUOEk,"V3GW+3R Maijdee, Bangladesh",7MJHV3GW+3R
1540,maijdeesamortahospital,22.8786559,91.0970516,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Muscat Plaza, Napiter Pol-College Road, Maijdee",ChIJaSJPY6qlVDcRztkUB-D4dlA,"V3HW+FR Maijdee, Bangladesh",7MJHV3HW+FR
1541,Central Hospital and Diagnostic Center,23.7540924,91.0970382,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kasba Upazila,ChIJ50G5BypzVDcR6rtfdyr0g2c,"Q33W+JR Kasba, Bangladesh",7MMHQ33W+JR
1542,Woodland Hospital & Diagonostics Center,22.8778952,91.0970342,3.1,12,"['hospital', 'health', 'point_of_interest', 'establishment']","N104, Maijdee",ChIJgwnM-F-kVDcRDpSklvWzxjg,"V3HW+5R Maijdee, Bangladesh",7MJHV3HW+5R
1543,American Specialized Hospital,22.878706,91.0969932,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Z1441, Maijdee",ChIJO6qHAmCkVDcRnT281ha_6Q0,"V3HW+FQ Maijdee, Bangladesh",7MJHV3HW+FQ
1544,Samaritan Hospital (Pvt),22.8787264,91.0969873,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Noakhali Sadar Upazila,ChIJE4gkL7-lVDcR1LUqNlH-gPM,"V3HW+FQ Maijdee, Bangladesh",7MJHV3HW+FQ
1545,American Specialized Hospital Ltb.,22.8786029,91.0969276,3.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJieMIqoqkVDcRLmBUv_mcIhU,"V3HW+CQ Maijdee, Bangladesh",7MJHV3HW+CQ
1546,Modern Hospital Private,22.8798366,91.0968458,4,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Maijdee Bazaar, Maijdee-Chandraganj Road, Maijdee",ChIJiX6Rn4qkVDcRgqGj8CJY3gg,"V3HW+WP Maijdee, Bangladesh",7MJHV3HW+WP
1547,Modern Hospital,22.8798078,91.0968387,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJEZN8_JSlVDcRG90cBnyzZ5Y,"V3HW+WP Maijdee, Bangladesh",7MJHV3HW+WP
1548,Popular diagnostic Centre Ltd noakhali,22.8751515,91.096799,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","538 Chowmohani - Maijdee Road, Maijdee",ChIJ1acZ8uKlVDcR951j2e-9IZI,"V3GW+3P Maijdee, Bangladesh",7MJHV3GW+3P
1549,Ma-Moni General Hospital (pvt.) Ltd.,22.8751719,91.0967767,3.5,10,"['hospital', 'health', 'point_of_interest', 'establishment']","New Bus Stand, Chowmohani - Maijdee Road, Maijdee",ChIJc3OygfWkVDcRHDc_NI49m74,"V3GW+3P Maijdee, Bangladesh",7MJHV3GW+3P
1550,Noakhali Andha Kalyan Eye Hospital,22.875254,91.0967596,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","N104, Maijdee",ChIJc6XPgfWkVDcRcErKJGuAdfg,"V3GW+4P Maijdee, Bangladesh",7MJHV3GW+4P
1551,American specialized Hospital Noakhali,22.8779178,91.0966777,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","নাপিতের পোল, Maijdee",ChIJScIZsE6lVDcR86iQ-osmcfU,"V3HW+5M Maijdee, Bangladesh",7MJHV3HW+5M
1553,Niramoy diagnostic Center,23.0390633,91.0965306,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri Upazila,ChIJL3d4sCeZVDcRPtQjBDjMDGk,,
1554,Apollo Hospital,22.8799388,91.0964726,3.5,24,"['hospital', 'health', 'point_of_interest', 'establishment']","Main Road, Noakhali, Maijdee",ChIJt7vdA2CkVDcRiGONwAWrMD4,"V3HW+XH Maijdee, Bangladesh",7MJHV3HW+XH
1555,Niramoy diagnostic Center,23.0390336,91.096129,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bus Stand, Link Road, Sonaimuri",ChIJ94URL3GZVDcRbiPbC6lXQDw,"23QW+JF Sonaimuri, Bangladesh",7MMH23QW+JF
1556,Noapara Community Clinic,23.2633224,91.0960766,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam Upazila,ChIJU616O8uFVDcRsuVJluZUr0Y,,
1557,Ulchapara community clinic,23.9485722,91.0959918,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ulcha Para,ChIJS0QdzXcPVDcRD25zA2X0L3Y,"W3XW+C9 Brahmanbaria, Bangladesh",7MMHW3XW+C9
1558,Seba Medical Hall,23.5388998,91.0957773,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gobindapur,ChIJ41pXC_Z6VDcRMfEg7UcYM00,,
1560,All Square Hospital (Private ),23.0401943,91.0956851,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri,ChIJzf8ZwlWYVDcRfAJdnWr3LTM,,
1562,Medicare Hospital,23.0404125,91.0955664,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri,ChIJz7oDwVWYVDcRGhJTgKDMBNg,,
1563,Sonaimuri Upazila Health Complex,23.0026044,91.0955188,4.1,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Sonaimuri,Noakhali, Begamganj - Sonaimuri - Ramganj Road",ChIJMc6MbX6YVDcRMKN_lcNXfLA,"233W+26 Bazra, Bangladesh",7MMH233W+26
1564,Bojra Hospital,23.0051326,91.0953283,4.5,11,"['hospital', 'health', 'point_of_interest', 'establishment']","R141 B086, Bazra",ChIJQUMauX2YVDcR3sTtOrNrBW4,"234W+34 Bazra, Bangladesh",7MMH234W+34
1565,Shilmuri Hospital,23.3462946,91.0951138,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shilmori,ChIJNVmOBaeHVDcR2-qNilTSEI8,,
1566,Bhosndara Hospital,23.7520909,91.0947865,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Sylhet Highway,ChIJ89LAYNZyVDcRGm2tTG-aVqw,"Q32V+RW Leshiara, Bangladesh",7MMHQ32V+RW
1567,Brahmanpara Upazila Health Complex,23.6133333,91.0943145,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Brahmanpara - Dulalpur GC Road, Brahmanpara",ChIJFcASVFRwVDcRsmSLDTrlcOI,,
1568,"Upazilla Health Complex, Itna, Kishoreganj উপজেলা স্বাস্থ্য কমপ্লেক্স, ইটনা, কিশোরগঞ্জ",24.5276034,91.0940146,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']","bajar road, Itna",ChIJQd4vv8bJVjcRpMvzZkK6soM,"G3HV+2J Itna, Bangladesh",7MPHG3HV+2J
1569,Itna Sadar Hospital,24.5276656,91.0939078,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Itna,ChIJITbAfbDJVjcRGkKXYfrqLkc,"G3HV+3H Itna, Bangladesh",7MPHG3HV+3H
1570,Noakhali United Hospital Limited,22.8714056,91.0938558,3.4,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJu0K0kfakVDcR_0cfQR-MyQs,"V3CV+HG Maijdee, Bangladesh",7MJHV3CV+HG
1571,Bashundhara Hospital Private Ltd,23.7522898,91.0938545,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kuti Bazar Road,ChIJjcM-ktZyVDcRHy76K-eh5-s,"Q32V+WG Leshiara, Bangladesh",7MMHQ32V+WG
1572,Itna Upazila Health Complex,24.5275596,91.0937947,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Itna,ChIJW1N9XSzIVjcRle8C_MeZhjY,not found,not found
1573,South Bangla Hospital Ltd.,22.8713685,91.0936992,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","house No, 405 Madhushudanpur Road, Maijdee",ChIJCezem1ulVDcR_a45Nii_DPI,"V3CV+GF Maijdee, Bangladesh",7MJHV3CV+GF
1574,Abdullah Medical Hai,22.658425,91.093476,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সুবর্ণচর উপজেলা, A574",ChIJd2Tm2WCtVDcRs08tRQljX_c,"M35V+99 Char Jublee, Bangladesh",7MJHM35V+99
1575,Noakhali Private Hospital,22.8714909,91.0934018,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","house No 405, Madhushudanpur Road, মাইজদী",ChIJo-52A9KlVDcRa6tAd0LYGOA,"V3CV+H9 Maijdee, Bangladesh",7MJHV3CV+H9
1576,"south bangla hospital ltd.Maijdee,Noakhali,Bangladesh",22.8727704,91.0925773,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Madhushudanpur, Maijdee",ChIJhbRLzyylVDcRls_EH67SIJg,"V3FV+42 Maijdee, Bangladesh",7MJHV3FV+42
1577,Union Heath Complex Guvendo Pur,23.1822553,91.0925631,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hashir par to Angaria ,Dogaiya, Mella Road",ChIJPSs0AtSaVDcRhaWmZywhaso,"53JV+W2 Ashirpar, Bangladesh",7MMH53JV+W2
1578,Alhaj Abdur Rashid Charitable Hospital,22.852756,91.0925187,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Noakhali Sadar Upazila,ChIJsa8Vw1ulVDcRauYGSEhbPQg,"V33V+42 Maijdee, Bangladesh",7MJHV33V+42
1580,Chandpuri shah Hospital,23.1822843,91.092512,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam,ChIJFdPLA9SaVDcRBGFQBFa7gMc,,
1581,Care Diagnostic Center,22.871388,91.0923518,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJNSqjs_akVDcRFl1AmIUcDFc,"V3CR+HW Maijdee, Bangladesh",7MJHV3CR+HW
1582,Noakhali Diabetic Hospital,22.8710806,91.092339,3.9,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJi0ixtfakVDcRh-PF7Xw5OU8,"V3CR+CW Maijdee, Bangladesh",7MJHV3CR+CW
1583,police hospital,22.8723629,91.0921473,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","police hospital, Maijdee",ChIJlzc4YWmlVDcRVBiexdTHCOw,"V3CR+WV Maijdee, Bangladesh",7MJHV3CR+WV
1584,Samora hospital maijdee.,22.8723629,91.0921473,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Napeter pool, Maijdee",ChIJMT6TvrulVDcRrAoGMqcYdUM,"V3CR+WV Maijdee, Bangladesh",7MJHV3CR+WV
1585,SamoritaHospital,22.8723629,91.0921473,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJjXA0oUilVDcRthg4QS81Mco,"V3CR+WV Maijdee, Bangladesh",7MJHV3CR+WV
1587,The Vision Hospital,23.6896965,91.0912514,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Mirpur Road,ChIJ11ZMqfxwVDcRNvsnPsacbnw,,
1588,City Hospital Pvt,22.8739228,91.0907255,4.1,21,"['hospital', 'health', 'point_of_interest', 'establishment']",Chittagong,ChIJEXDRgfGkVDcRINwu6ihvP4c,"V3FR+H7 Maijdee, Bangladesh",7MJHV3FR+H7
1590,Maijkhar Community Clinic,23.7234463,91.0899827,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Maizkhar,ChIJpcOFfOJzVDcRqolYgYcieKY,,
1591,ENT HOSPITAL,22.869064,91.0898288,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Maijdee",ChIJbSGqt_KlVDcR4PhkkVX6NYE,"V39Q+JW Maijdee, Bangladesh",7MJHV39Q+JW
1592,Dr. Mujibul Haque TNT hospital,22.8688947,91.0897634,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Noakhali Sadar Upazila,ChIJW-iCtwGlVDcRpCXZbmaXrz8,"V39Q+HW Maijdee, Bangladesh",7MJHV39Q+HW
1593,City Hospital,22.8725039,91.089762,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Maijdee,ChIJq93MKvKkVDcRB5iLiDPaZbY,"V3FQ+2W Maijdee, Bangladesh",7MJHV3FQ+2W
1594,City Hospital Pvt,22.8723049,91.0895633,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Madhushudanpur, Maijdee",ChIJA-zFLoWlVDcRXrYGkhLRm38,"V3CQ+WR Maijdee, Bangladesh",7MJHV3CQ+WR
1595,Jibon alo hospital Pvt.,22.8726275,91.0894068,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJNYk5dn2lVDcRYCMUIZj7NRQ,"V3FQ+3Q Maijdee, Bangladesh",7MJHV3FQ+3Q
1596,Jibon Alo Hospital,22.8724084,91.0893679,4.1,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJ_a3dKfKkVDcRjOyvu9GOpZY,"V3CQ+XP Maijdee, Bangladesh",7MJHV3CQ+XP
1597,Unity Hospital Noakhali,22.8715551,91.0892048,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Sing Tower, Housing Central Road, Hospital Road, Maijdee",ChIJs869mvGkVDcR2BA2AE3I698,"V3CQ+JM Maijdee, Bangladesh",7MJHV3CQ+JM
1598,Al amin diagnostics,22.8720376,91.0891931,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Housing Central Road, Maijdee",ChIJ6aiqYzmlVDcRuMv9OQX9QIs,"V3CQ+RM Maijdee, Bangladesh",7MJHV3CQ+RM
1599,Noakhali Insaf Hospital Private,22.8715662,91.0890171,1.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJURI0kPGkVDcRtKk1oj0-LXQ,"V3CQ+JJ Maijdee, Bangladesh",7MJHV3CQ+JJ
1600,Noakhali General Hospital,22.8725498,91.0885018,3.8,81,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJ2fzrPPKkVDcRfnTwV6h-DLc,"V3FQ+2C Maijdee, Bangladesh",7MJHV3FQ+2C
1601,Royal Hospital Unit-2 || রয়েল হাসপাতাল ইউনিট - 2,22.8721249,91.0878283,3.5,12,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJbeqi-fGkVDcRWJV-QamzXmQ,"V3CQ+R4 Maijdee, Bangladesh",7MJHV3CQ+R4
1602,Prime Hospital Barura,23.4039661,91.0877645,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mowlovi Bazar,ChIJA31-1ft9VDcR2Ltl5cUlelg,,
1603,G8 GRAMEEN GENERAL HOSPITAL (Pvt.)Ltd.,22.8721235,91.0875379,3.2,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Maijdee",ChIJw-JP-fGkVDcRnlN5ld9VeWg,"V3CQ+R2 Maijdee, Bangladesh",7MJHV3CQ+R2
1604,Noakhali District police Hospital,22.8793401,91.0875195,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","New Jail Road, Maijdee",ChIJPZrvWI2kVDcR5MgDaKE5tVo,"V3HQ+P2 Maijdee, Bangladesh",7MJHV3HQ+P2
1605,Safety Diagnostic & Hormone Centre,22.8708764,91.086988,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Napiter Pol-College Rd, Maijdee",ChIJYwoGRzSlVDcRiuuP7uLaEXs,"V3CP+9Q Maijdee, Bangladesh",7MJHV3CP+9Q
1606,Maternal and Child Hospital Complex,22.9447639,91.0868586,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","M22, Begumganj",ChIJWxGQOcGjVDcRGZT03gqThsA,"W3VP+WP Banglabazar, Bangladesh",7MJHW3VP+WP
1607,Mehari Union Health Complex,23.7835433,91.0867567,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Abdul Awal Kheora-Purquil, Road",ChIJqy3L_BcNVDcRRdFMlFADGPc,"Q3MP+CP Purkoil, Bangladesh",7MMHQ3MP+CP
1608,Chargachh Union Complex Hospital,23.810802,91.086639,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kasba Upazila,ChIJe-eCOqYNVDcR_OTNNUmZhso,"R36P+8M Chargachh, Bangladesh",7MMHR36P+8M
1609,Shikchail Community Clinic,23.1611875,91.0865428,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Batabariya - Monohorgonj Road,ChIJtfcDYhibVDcROTqLrYOQ3qE,"536P+FJ Shikchail, Bangladesh",7MMH536P+FJ
1610,Surjer Hasi Clinic,23.2638228,91.086351,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam - Muddafarganj Road,ChIJV31LQDGFVDcROhFvSVBiDjw,,
1611,Sonaimuri Andha Kallyan Somiti Hospital,23.0375573,91.0852338,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri Upazila,ChIJo6ojhmuZVDcRmFLTf14i-TE,"23QP+23 Nadana, Bangladesh",7MMH23QP+23
1612,Papua Eye Hospital,23.0376872,91.0851956,3.5,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Papua,, সোনাইমুড়ি",ChIJ18QeXk6YVDcRXHKzmE_opEk,"23QP+33 Nadana, Bangladesh",7MMH23QP+33
1613,Papua Eye Hospital,23.0375227,91.0851628,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সোনাইমুড়ি উপজেলা, Papua,",ChIJY69YXk6YVDcRcsB_JKWWz5c,"23QP+23 Nadana, Bangladesh",7MMH23QP+23
1615,p. bogabaria clinic,23.0566831,91.0848285,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nadana,ChIJP4DuPFiZVDcRSZ9K5cxp4rk,,
1616,S.M SHAFI HOSPITAL,23.3097445,91.0833352,4.7,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Bizra,ChIJvRR6MUKGVDcRMoIPEAXI-6U,,
1617,SM Safi Hospital,23.3044347,91.0783312,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Puluya,ChIJI5t312qGVDcROP--JhpoRV0,,
1618,Kamdebpur Community clinic,22.9037029,91.0779329,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","বেগমগঞ্জ উপজেলা, kamdebpur, aklaspur",ChIJM3KdMF6jVDcRvZjyUS8O_0Y,"W33H+F5 Jirtali, Bangladesh",7MJHW33H+F5
1619,Phi-Amanillah Hospital,23.1166708,91.0777723,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Manoharganj Upazila,ChIJZyL-fnObVDcRtJvCCASvumc,,
1620,Shilmudh Community Clinic,22.9992463,91.0775661,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri Upazila,ChIJhyBG8wqZVDcRZYHp6uVW-HQ,"X3XH+M2 Sonapur, Bangladesh",7MJHX3XH+M2
1621,Shilmudh Community Care Hospital,22.9992587,91.0775537,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonaimuri Upazila,ChIJi6q_cxuZVDcRuANjz3Q53AE,"X3XH+P2 Sonapur, Bangladesh",7MJHX3XH+P2
1622,Nadna Union Health and Family Welfare Center,23.0621089,91.0774383,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","A097, Nadana",ChIJfzuixv2ZVDcRJx6jhyx7QEE,,
1623,Nodona Government Hospital,23.0621544,91.0773951,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nadana,ChIJq2NKWseZVDcRK9eOjYGYy6E,,
1624,Ghoshpa Gov't Community Clinic,23.3283027,91.0769496,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bizra - Barura Road,ChIJG2yE5nGHVDcRa_4j37e5IB0,,
1625,Asif Medical Corner,23.0433142,91.0765847,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","B104, Nadana",ChIJdZe-kFqZVDcRX0aswfjeyII,"23VG+8J Nadana, Bangladesh",7MMH23VG+8J
1626,Shamsul Alam General Hospital (শামছুল আলম জেনারেল হাসপাতাল),23.1122124,91.0765746,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Lakshmanpur Bazar,ChIJ36bJvQKbVDcRUzWfpqVHAas,,
1627,Chanpur Community Clinic,24.4326873,91.0753137,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","2370, মিঠামইন",ChIJ6dfAqp63VjcR6k-lUjP28mQ,"C3MG+34 Mithamain, Bangladesh",7MPHC3MG+34
1628,Shamsul Alom General Hospital,23.1129828,91.0752436,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Lakshmanpur Bazar,ChIJd2iBUhSaVDcRw3gRdpDGlos,,
